Compound ID,SMILES,mw,logp,hbd,hba,tpsa,rotb,rings,heavy,qed,n_stereo,conformer_ok
cpd_560000,CN1CCN(c2nc(C#N)c(Cl)cc2C(=O)N2CCOCC2)CC1,349.13055255999996,0.8308800000000001,0,6,72.7,2,3,24,0.7871941188586413,0,True
cpd_185000,CC(=O)N1CCCC(N2CCN(S(=O)(=O)c3ccc(C)cc3)CC2)C1,365.17731272400005,1.3122199999999997,0,4,60.93000000000001,3,3,25,0.8103835355151385,0,True
cpd_510000,CN(CC(=O)N1Cc2ccccc2Cc2ccccc2C1)S(C)(=O)=O,358.13511356399994,2.0109999999999997,0,3,57.690000000000005,3,3,25,0.8433410385822011,0,True
cpd_5000,CC1CC(C)CN(C(=O)Cn2ncc3c4ccccc4n(C)c3c2=O)C1,352.189926008,2.3927000000000005,0,3,60.13,2,4,26,0.7114626798646398,0,True
cpd_560000,CC1CC(=O)N(CC(=O)N2CCCC2)c2ccccc2S1(=O)=O,336.11437811999997,1.2079,0,4,74.76,2,3,23,0.8134230347964471,0,True
cpd_135000,CCC(=O)N1CCN(S(=O)(=O)c2cccc(Cl)c2Cl)CC1,350.025868732,2.2363,0,3,57.690000000000005,3,2,21,0.8392637286699661,0,True
cpd_570000,CCN1CCN(S(=O)(=O)c2c(Cl)cccc2Cl)CCC1=O,350.025868732,2.2363,0,3,57.690000000000005,3,2,21,0.8392637286699661,0,True
cpd_445000,CC1CCN(C(=O)Cn2c(=O)c3cc4c(cc3n(C)c2=O)OCO4)CC1,359.14812077199997,0.6873999999999996,0,5,82.77000000000001,2,4,26,0.7877860501229037,0,True
cpd_590000,CC1CCN(C(=O)Cn2c(=O)n(C)c(=O)c3cc4c(cc32)OCO4)CC1,359.14812077199997,0.6874,0,5,82.77000000000001,2,4,26,0.7877860501229037,0,True
cpd_120000,O=C(N1CCOCC1)N1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1,373.0863048,1.0985000000000005,0,4,70.16,2,3,24,0.7779631308291913,0,True
cpd_180000,O=C(N1CCOCC1)N1CCN(S(=O)(=O)c2cccc(Cl)c2)CC1,373.0863048,1.0985000000000007,0,4,70.16,2,3,24,0.7779631308291913,0,True
cpd_430000,O=C(N1CCOCC1)N1CCN(S(=O)(=O)c2ccccc2Cl)CC1,373.0863048,1.0985000000000003,0,4,70.16,2,3,24,0.7779631308291913,0,True
cpd_155000,CCN1CCN(S(=O)(=O)N2CCC(C)CC2)CC1,275.16674804,0.6006000000000005,0,3,43.86000000000001,3,2,18,0.7574837634296575,0,True
cpd_545000,Cn1c(=O)c2c(nc(C3CCN(c4ncccn4)CC3)n2C)n(C)c1=O,355.17567291200004,0.14469999999999983,0,6,90.84,2,4,26,0.6496522993395897,0,True
cpd_110000,CC1(C)Oc2ccccc2N(CC(=O)N2CCc3ccccc3C2)C1=O,350.16304256399997,2.775500000000001,0,3,49.85,2,4,26,0.8368079782159038,0,True
cpd_50000,CC(C)CC(=O)N1CC(C)N(C(=O)CN2CCCC2=O)CC1C,323.220891788,1.1027,0,3,60.93000000000001,4,2,23,0.7783148051020661,0,True
cpd_430000,CN1CCN(C(=O)Cc2c(F)cccc2Cl)CC1,270.093519032,1.7955999999999996,0,2,23.55,2,2,18,0.8181457558216809,0,True
cpd_55000,Cn1cc(CC(=O)N2CCOCC2)c(C(F)(F)F)n1,277.103811348,0.8402000000000001,0,3,47.36,2,2,19,0.8045543355736307,0,True
cpd_210000,CCCn1nc(C)c(Br)c(Br)c1=O,307.91598713999997,2.486720000000001,0,2,34.89,2,1,13,0.8410460556936059,0,True
cpd_190000,CC(=O)N1CCN(C(=O)N(C)S(=O)(=O)c2ccc(Cl)cc2)CC1,359.070654736,1.2446000000000002,0,4,78.0,2,2,23,0.795641777379912,0,True
cpd_95000,O=C(c1ccccc1)N1CCN(C(=O)c2ccccc2F)CC1,312.127406004,2.4239000000000006,0,2,40.620000000000005,2,3,23,0.8543310013629163,0,True
cpd_205000,O=C(c1ccccc1)N1CCN(C(=O)c2ccc(F)cc2)CC1,312.127406004,2.4239000000000006,0,2,40.620000000000005,2,3,23,0.8543310013629163,0,True
cpd_310000,CCn1cc(S(=O)(=O)N2CCCCC2C)c(=O)n(C)c1=O,315.125277152,0.13000000000000034,0,4,81.38,3,2,21,0.7937819705472394,0,True
cpd_600000,CCn1c(=O)c(S(=O)(=O)N2CCCCC2C)cn(C)c1=O,315.125277152,0.13000000000000034,0,4,81.38,3,2,21,0.7937819705472394,0,True
cpd_620000,CCn1c(S(=O)(=O)N2CCCCC2C)cc(=O)n(C)c1=O,315.125277152,0.13000000000000034,0,4,81.38,3,2,21,0.7425515681938779,0,True
cpd_245000,COc1ccc2c(=O)n(C)c(=O)n(CCN3CCOCC3)c2c1,319.15320615200005,0.041000000000001036,0,5,65.7,4,3,23,0.7960834909799073,0,True
cpd_180000,CC(=O)N1CCc2cc(S(=O)(=O)N3CCCC3)ccc2C1,308.1194635,1.3757000000000001,0,3,57.690000000000005,2,3,21,0.829080682116071,0,True
cpd_370000,CC(=O)N1CCc2ccc(S(=O)(=O)N3CCCC3)cc2C1,308.1194635,1.3756999999999997,0,3,57.690000000000005,2,3,21,0.8290806821160709,0,True
cpd_175000,CN1CCCN(C(=O)Cc2c(F)cccc2Cl)CC1,284.109169096,2.1856999999999998,0,2,23.55,2,2,19,0.8310836618949449,0,True
cpd_485000,CCN(C)C(=O)N1CCN(S(=O)(=O)c2ccccc2)CC1,311.13036253200005,1.0645999999999998,0,3,60.93000000000001,3,2,21,0.8385766413282558,0,True
cpd_320000,CCn1cc(S(=O)(=O)N2CCCCCC2)c(=O)n(C)c1=O,315.125277152,0.13160000000000016,0,4,81.38,3,2,21,0.7938741487129667,0,True
cpd_415000,Cn1cc(CCC(=O)N2CCCC(N3CCc4ccccc4C3)C2)cn1,352.226311516,2.402,0,3,41.370000000000005,4,4,26,0.8484592160572277,0,True
cpd_455000,CCOC(=O)N1CCN(C(=O)c2cc(Br)ccc2C)CC1,354.057904568,2.671820000000001,0,3,49.85,2,2,21,0.8197067368616899,0,True
cpd_245000,Cc1ccc(Cn2ccccc2=NC(=O)CN2CCOCC2)cc1,325.179026976,1.6043199999999997,0,3,46.83,4,3,24,0.8578230203399474,0,True
cpd_325000,CC(=O)N1CCc2cc(S(=O)(=O)N3CCCCC3)ccc2C1,322.135113564,1.7658,0,3,57.690000000000005,2,3,22,0.8335954810976338,0,True
cpd_5000,CC(=O)N1Cc2ccc(S(=O)(=O)N3CCCC3)cc2CC1(C)C,336.150763628,2.1543,0,3,57.690000000000005,2,3,23,0.8314116510425145,0,True
cpd_55000,CC(=O)N1CCc2ccc(S(=O)(=O)N3CCCCC3C)cc2C1,336.150763628,2.1543,0,3,57.690000000000005,2,3,23,0.8314116510425144,0,True
cpd_330000,COCCn1c(CN2CCC(C)CC2)nc2c1c(=O)n(C)c(=O)n2C,349.211389724,0.3120000000000014,0,5,74.28999999999999,5,3,25,0.776779667011953,0,True
cpd_495000,CC(C)CCn1c(CN2CCOCC2)nc2c1c(=O)n(C)c(=O)n2C,349.211389724,0.3120000000000014,0,5,74.28999999999999,5,3,25,0.776779667011953,0,True
cpd_85000,CC1CCN(C(=O)CN(C)S(=O)(=O)c2cc(F)ccc2F)CC1,346.11626994,1.8437999999999999,0,3,57.690000000000005,4,2,23,0.8359164345830009,0,True
cpd_230000,CC1CCN(C(=O)CN(C)S(=O)(=O)c2ccc(F)c(F)c2)CC1,346.11626994,1.8437999999999999,0,3,57.690000000000005,4,2,23,0.8359164345830009,0,True
cpd_355000,CC1CCN(C(=O)CN(C)S(=O)(=O)c2ccc(F)cc2F)CC1,346.11626994,1.8437999999999999,0,3,57.690000000000005,4,2,23,0.8359164345830009,0,True
cpd_450000,CC1CCN(C(=O)CN(C)S(=O)(=O)c2c(F)cccc2F)CC1,346.11626994,1.8437999999999999,0,3,57.690000000000005,4,2,23,0.8359164345830009,0,True
cpd_255000,CC1CC(=O)N(CC(=O)N2CCCCC2)c2ccccc2S1(=O)=O,350.13002818399997,1.5979999999999999,0,4,74.76,2,3,24,0.8118543204722146,0,True
cpd_335000,O=C(C1CC1)N1CCN(S(=O)(=O)c2ccc3ccccc3c2)CC1,344.1194635,2.0827,0,3,57.690000000000005,3,4,24,0.8565439967796085,0,True
cpd_40000,Cn1cc(S(=O)(=O)c2ccc(F)cc2)c(=O)n(C)c1=O,298.042356052,0.05590000000000028,0,4,78.14,2,2,20,0.7343064197973388,0,True
cpd_260000,O=C(N1CCOCC1)N(c1ccccc1)C1CCS(=O)(=O)C1,324.11437811999997,1.1322999999999999,0,4,66.92,2,3,22,0.8178604183879769,0,True
cpd_345000,CN(C)CCS(=O)(=O)N1CCC(C(=O)N2CCOCC2)CC1,333.172227344,-0.5513999999999974,0,5,70.16000000000001,5,2,22,0.6750556763657913,0,True
cpd_595000,CC(=O)N1CCN(CCc2nc3cc(Cl)ccc3n2C)CC1,320.14038897200004,1.9332999999999998,0,3,41.370000000000005,3,3,22,0.8675484509536427,0,True
cpd_290000,COc1ccc(C(=O)N2CCN(CCN3CCOCC3)CC2)cc1,333.205241724,0.7852000000000008,0,5,45.25,5,3,24,0.7970144779226105,0,True
cpd_190000,CN1CCc2nc3n(C)c(=O)n(CCN4CCOCC4)c(=O)n3c21,334.175338564,-1.480799999999997,0,6,77.00999999999999,3,4,24,0.6813303102482848,0,True
cpd_85000,O=C1[C@@H]2CSCN2C(=O)CN1Cc1ccc(Cl)cc1,296.038626336,1.5836999999999997,0,3,40.620000000000005,2,3,19,0.8319373014073245,1,True
cpd_225000,O=C1[C@@H]2CSCN2C(=O)CN1Cc1ccccc1Cl,296.038626336,1.5836999999999994,0,3,40.620000000000005,2,3,19,0.8319373014073245,1,True
cpd_285000,O=C1[C@@H]2CSCN2C(=O)CN1Cc1cccc(Cl)c1,296.038626336,1.5836999999999994,0,3,40.620000000000005,2,3,19,0.8319373014073245,1,True
cpd_370000,CN1CCN(C2=NC3CS(=O)(=O)CC3S2)CC1,275.07621878400005,-0.49779999999999913,0,6,52.98,0,3,17,0.5965905617414481,0,True
cpd_350000,CCN1CCN(C(=O)CN(C)S(=O)(=O)c2ccccc2)CC1,325.14601259600005,0.4712000000000003,0,4,60.93,5,2,22,0.7895652327946271,0,True
cpd_645000,CN1CCN(C(=O)CCC(=O)N2C=CC=CC3=C2CCO3)CC1,317.173941596,1.0845999999999998,0,4,53.09,3,3,23,0.7816659082664907,0,True
cpd_85000,CCN1CCN(C(=O)c2ccc(Br)s2)CC1,302.00884620000005,2.2883000000000004,0,3,23.55,2,2,16,0.8367378734131704,0,True
cpd_390000,Cc1ccc2c(c1)N(CC(=O)N1CCOCC1)C(=O)C(C(C)(C)C)O2,346.189257312,1.9939199999999997,0,4,59.08,2,3,25,0.8217337562235457,0,True
cpd_25000,CN(CC(=O)N1Cc2ccccc2-c2ccccc2C1)S(C)(=O)=O,344.11946349999994,2.0871999999999997,0,3,57.690000000000005,3,3,24,0.8565891658571149,0,True
cpd_405000,CN(C)S(=O)(=O)c1ccc(Cl)c(C(=O)N2CCOCC2)c1,332.059755704,1.0627000000000002,0,4,66.92,3,2,21,0.8298991149998194,0,True
cpd_605000,CCN1C(=O)N(C)C2C1N(CC)S(=O)(=O)N2CC,276.1256115,-0.07189999999999941,0,3,64.17,3,2,18,0.7245175787502983,0,True
cpd_605000,Cc1cc(C)n(C(=O)c2c(C)c(C(=O)N3CCOCC3)c(C)n2C)n1,344.1848406280001,1.61618,0,4,69.36000000000001,2,3,25,0.8300114816596185,0,True
cpd_275000,CN(C(=O)Cn1cnc2ccccc2c1=O)C1CCS(=O)(=O)C1,335.09397702399997,0.04199999999999959,0,5,89.34,3,3,23,0.7900993335698089,0,True
cpd_95000,Cc1c(S(=O)(=O)N2CCCCC2C)c(=O)n(C)n1C,287.13036253200005,0.5953199999999996,0,3,64.31,2,2,19,0.7997004939574915,0,True
cpd_420000,CCc1ccc(N2CC(C(=O)N3CCOCC3)CC2=O)cc1Cl,336.12407021200005,2.1141,0,3,49.85,3,3,23,0.8491685521811277,0,True
cpd_260000,CC1CCC(=O)N(CC(=O)N2CCC3(CC2)OCCO3)C1,296.173607248,0.6103999999999998,0,4,59.08000000000001,2,3,21,0.748995697517593,0,True
cpd_470000,CC(OC(=O)c1cc(=O)n(C)c(=O)n1C)C(=O)N1CCc2ccccc21,357.132470708,0.21860000000000013,0,5,90.61,3,3,26,0.7331299386560824,0,True
cpd_250000,O=C(c1cccn(Cc2ccccc2F)c1=O)N1CCOCC1,316.122320624,1.5081,0,3,51.540000000000006,3,3,23,0.8623323111291549,0,True
cpd_490000,O=C(c1cn(Cc2ccc(F)cc2)ccc1=O)N1CCOCC1,316.122320624,1.5080999999999998,0,3,51.540000000000006,3,3,23,0.8623323111291549,0,True
cpd_640000,O=C(c1ccc(=O)n(Cc2ccccc2F)c1)N1CCOCC1,316.122320624,1.5081,0,3,51.540000000000006,3,3,23,0.862332311129155,0,True
cpd_350000,Cc1c(S(=O)(=O)N2CCCCCC2)c(=O)n(C)n1C,287.13036253200005,0.5969199999999997,0,3,64.31,2,2,19,0.7997697193499486,0,True
cpd_30000,O=C(Cn1nnc2c(c1=O)CCCC2)N1CCC2(CC1)OCCO2,334.16410518399994,-0.11739999999999906,0,6,86.55,2,4,24,0.7495542141995057,0,True
cpd_435000,CC1Cc2cc(SCC(=O)N3CCOCC3)n(C)c(=O)c2S1,340.09153449999997,1.3729000000000005,0,5,51.54,3,3,22,0.7781722469874658,0,True
cpd_230000,CC(=O)N1C(=O)N(C)C(C)C2C1N(C(C)C)C(=O)N2C,282.16919056399996,0.7592999999999999,0,3,64.17,1,2,20,0.7129774960339775,0,True
cpd_360000,CC(c1ccc(Cl)cc1)N1CC(C(=O)N2CCOCC2)CCC1=O,350.139720276,2.4984,0,3,49.85,3,3,24,0.8412036236541997,0,True
cpd_565000,CN1CCCC(N2CCN(c3ccccc3F)CC2)C1,277.195425988,2.0418999999999996,0,3,9.72,2,3,20,0.8189200032579631,0,True
cpd_110000,CCS(=O)(=O)N1CCC2(Cc3ccccc3N2C(C)=O)C1,308.1194635,1.3897999999999997,0,3,57.690000000000005,2,3,21,0.8293996224977938,0,True
cpd_230000,CCN1C(=O)N(C)C2C(=O)N(C)C(C)(C)CN2C1=O,268.1535405,0.37239999999999984,0,3,64.17000000000002,1,2,19,0.690032874199695,0,True
cpd_435000,Cc1cccc(N2CC(=O)N(CCCN3CCOCC3)CC2=O)c1,331.18959165999996,0.8925200000000002,0,4,53.09000000000001,5,3,24,0.8041609820703507,0,True
cpd_270000,COc1ccc(N2CCn3c2nc2c3c(=O)n(C)c(=O)n2C)cc1,327.133139404,0.5939999999999994,0,5,74.28999999999999,2,4,24,0.6887710443631074,0,True
cpd_595000,CN1CCN(C(=O)CSC2=c3c(=O)n(C)c(=O)n(C)c3=N2)CC1,337.12086046800005,-2.7098999999999966,0,6,79.91000000000001,3,3,23,0.5992265063697676,0,True
cpd_335000,CC1CCN(C(=O)Cn2cnc3c(c2=O)c2ccccc2n3C)CC1,338.174275944,2.1467,0,3,60.13,2,4,25,0.7192265306515526,0,True
cpd_365000,CC1CCCN(C(=O)Cn2ncc3c4ccccc4n(C)c3c2=O)C1,338.174275944,2.1467,0,3,60.13,2,4,25,0.7192265306515526,0,True
cpd_380000,CC1CCN(C(=O)Cn2ncc3c(c2=O)c2ccccc2n3C)CC1,338.174275944,2.1467,0,3,60.13,2,4,25,0.7192265306515526,0,True
cpd_385000,CC1CCN(C(=O)Cn2c3ccccc3c3cnn(C)c(=O)c32)CC1,338.174275944,2.1467,0,3,60.13,2,4,25,0.7192265306515526,0,True
cpd_550000,CC1CCN(C(=O)Cn2cnc3c4ccccc4n(C)c3c2=O)CC1,338.174275944,2.1467,0,3,60.13,2,4,25,0.7192265306515526,0,True
cpd_390000,CN(C)S(=O)(=O)N1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1,367.04272573599997,0.4527000000000003,0,4,78.0,4,2,22,0.7738206194780355,0,True
cpd_45000,CCOC(=O)N1CCN(C(=O)CN2Cc3ccccc3C2=O)CC1,331.153206152,0.9430999999999996,0,4,70.16,3,3,24,0.8265506356348333,0,True
cpd_270000,COc1ccc(N2CCCn3c2nc2c(=O)n(C)c(=O)n(C)c23)cc1,341.148789468,0.9840999999999995,0,5,74.28999999999999,2,4,25,0.6947169575420409,0,True
cpd_335000,COc1ccccc1N1CCCn2c1nc1c2c(=O)n(C)c(=O)n1C,341.148789468,0.9840999999999998,0,5,74.28999999999999,2,4,25,0.6947169575420409,0,True
cpd_465000,COc1cccc(N2CCCn3c2nc2c3c(=O)n(C)c(=O)n2C)c1,341.148789468,0.9840999999999995,0,5,74.28999999999999,2,4,25,0.6947169575420409,0,True
cpd_555000,COc1ccc(N2CCCn3c2nc2c3c(=O)n(C)c(=O)n2C)cc1,341.148789468,0.9840999999999995,0,5,74.28999999999999,2,4,25,0.6947169575420409,0,True
cpd_35000,CC1CCN(C(=O)CN2CCN(S(=O)(=O)N3CCOCC3)CC2)CC1,374.19877643999996,-0.5604999999999958,0,5,73.4,4,3,25,0.6595613845693451,0,True
cpd_320000,CCN1CCN(S(=O)(=O)N2CCC(C(=O)N3CCOCC3)CC2)CC1,374.19877643999996,-0.5604999999999958,0,5,73.4,4,3,25,0.6595613845693451,0,True
cpd_630000,CCN1CCN(C(=O)C2CCN(S(=O)(=O)N3CCOCC3)CC2)CC1,374.19877643999996,-0.5604999999999958,0,5,73.4,4,3,25,0.6595613845693451,0,True
cpd_140000,CC(=O)N1CCN(C(=O)Cn2c(=O)oc3ccccc32)CC1,303.12190602400005,0.2851999999999999,0,4,75.76,2,3,22,0.7986416290323594,0,True
cpd_455000,Cc1ccc(S(=O)(=O)N2CCOCC2)cc1CN1CCOCC1,340.14567824799997,0.8481200000000002,0,5,59.08,4,3,23,0.8131926203570378,0,True
cpd_290000,O=S(=O)(/C=C\c1ccc(Br)cc1)N1CCOCC1,330.98777640799995,2.0818,0,3,46.61,3,2,18,0.8514509285792651,0,True
cpd_170000,COc1ccccc1N1CCN(C(=O)N2C(=O)CC2C(F)(F)F)CC1,357.130026096,2.1004,0,4,53.09,2,3,25,0.7610229802647412,0,True
cpd_465000,CC(C)(C)N1CCC(=O)N(CC(=O)N2CCOCC2)C1=O,297.168856216,0.29800000000000115,0,4,70.16,2,2,21,0.7347570035505874,0,True
cpd_430000,Cn1nc(C(F)(F)F)c(C(=O)N2CCOCC2)c1-c1ccccc1,339.11946141199996,2.5783000000000005,0,3,47.36,2,3,24,0.8448954209531474,0,True
cpd_375000,CC1CCN(S(=O)(=O)c2cc3c4c(c2)C(C)C(=O)N4CCC3)CC1,348.150763628,2.5035000000000007,0,3,57.690000000000005,2,4,24,0.8250348279299794,0,True
cpd_30000,O=C(c1cnc2n(c1=O)CCS2)N1CCN(c2cccc(F)c2)CC1,360.105625004,1.4505,0,5,58.440000000000005,2,4,25,0.759030649332814,0,True
cpd_365000,O=C(c1cnc2n(c1=O)CCS2)N1CCN(c2ccccc2F)CC1,360.105625004,1.4505,0,5,58.440000000000005,2,4,25,0.759030649332814,0,True
cpd_400000,O=C(c1cnc2n(c1=O)CCS2)N1CCN(c2ccc(F)cc2)CC1,360.105625004,1.4505,0,5,58.440000000000005,2,4,25,0.759030649332814,0,True
cpd_320000,CN1CCN(S(=O)(=O)c2ccc(Cl)c(Cl)c2)CC1,308.015304048,1.9294999999999998,0,3,40.620000000000005,2,2,18,0.8380142975556348,0,True
cpd_330000,CN1CCN(S(=O)(=O)c2cccc(Cl)c2Cl)CC1,308.015304048,1.9294999999999998,0,3,40.620000000000005,2,2,18,0.8380142975556348,0,True
cpd_445000,CC(=O)N1c2ccccc2S(=O)(=O)N2CCC1CC2,280.088163372,1.2062000000000002,0,3,57.690000000000005,0,4,19,0.7174158776109782,0,True
cpd_265000,Cn1c(=O)c2c(ncn2CCN2CCCCC2)n(C)c1=O,291.169524912,-0.08040000000000003,0,4,65.06,3,3,21,0.7932280747189039,0,True
cpd_440000,Cn1c(=O)c2cnn(CCN3CCCCC3)c2n(C)c1=O,291.169524912,-0.08040000000000003,0,4,65.06,3,3,21,0.7932280747189039,0,True
cpd_480000,Cn1c(=O)c2ncn(CCN3CCCCC3)c2n(C)c1=O,291.169524912,-0.08040000000000003,0,4,65.06,3,3,21,0.7932280747189039,0,True
cpd_615000,Cn1c(=O)n(C)c2c(=O)n(CCN3CCCCC3)cnc21,291.16952491200004,-0.08040000000000003,0,4,65.06,3,3,21,0.7932280747189039,0,True
cpd_300000,Cc1nn(CC(=O)N2CCN(c3ncccn3)CC2)c(=O)c2cccn12,353.160022848,-0.05677999999999983,0,6,88.63,3,4,26,0.6556127277979051,0,True
cpd_265000,O=C(Cn1ncc(Cl)c1C(F)(F)F)N1CCOCC1,297.049188932,1.4141,0,3,47.36,2,2,19,0.8291887202294532,0,True
cpd_385000,O=C(Cn1nc(C(F)(F)F)cc1Cl)N1CCOCC1,297.049188932,1.4141,0,3,47.36,2,2,19,0.8291887202294532,0,True
cpd_55000,O=C(C1CCCN(S(=O)(=O)c2cccs2)C1)N1CCOCC1,344.08644912,1.0076000000000003,0,5,66.92,3,3,22,0.8206469911916118,0,True
cpd_330000,O=C(C1CCN(S(=O)(=O)c2cccs2)CC1)N1CCOCC1,344.08644912,1.0076000000000003,0,5,66.92,3,3,22,0.8206469911916118,0,True
cpd_610000,O=C(CN1CCOCC1)N1CCCC(N2CCN(c3ccccc3)CC2)C1,372.252526264,1.1318000000000015,0,5,39.260000000000005,4,4,27,0.7924414082361148,0,True
cpd_390000,CN(CC(=O)N1CCCC1)S(=O)(=O)c1ccc(Br)cc1,360.014325504,1.6919999999999995,0,3,57.690000000000005,4,2,20,0.8202668835415206,0,True
cpd_110000,CN(C)C(=O)C1CCN(C(=O)CN2C(=O)CSc3ccccc32)CC1,361.14601259600005,1.4520999999999995,0,4,60.93000000000001,3,3,25,0.817636148029491,0,True
cpd_535000,CCOc1c(C)cc(C(=O)N2CCCN(C)CC2)cc1Br,354.09429007600005,2.9339200000000014,0,3,32.78,3,2,21,0.8359257171240442,0,True
cpd_540000,CCC(C)n1c(CN2CCOCC2)nc2c1c(=O)n(C)c(=O)n2C,335.19573966,0.23690000000000055,0,5,74.28999999999999,4,3,24,0.7999560176432033,0,True
cpd_490000,CC(C(=O)N1CCOCC1)N1C=CC=Cc2c(c2=O)C1=O,288.111006992,0.15239999999999987,0,4,66.92,2,3,21,0.7768648549266627,0,True
cpd_460000,COc1ccc(C(=O)N2CCC(C(=O)N3CCOCC3)CC2)c(C)c1,346.189257312,1.7146199999999998,0,4,59.08,3,3,25,0.8360760403504633,0,True
cpd_220000,Cc1nc2cc(S(=O)(=O)N3CCOCC3)ccc2c(=O)n1C,323.093977024,0.2628199999999996,0,5,81.5,2,3,22,0.7918619014422814,0,True
cpd_465000,Cc1ccc2c(c1)N(C(=O)Cn1cnc3c1c(=O)n(C)c(=O)n3C)CCO2,369.143704088,0.16771999999999965,0,5,91.36,2,4,27,0.6421147431865273,0,True
cpd_135000,CCN1CCN(C(=O)c2cc(N(C)S(C)(=O)=O)ccc2C)CC1,339.16166266000005,1.1685200000000002,0,4,60.93,4,2,23,0.8260899318093565,0,True
cpd_530000,CCN1CCN(C(=O)c2ccc(N(C)S(C)(=O)=O)cc2C)CC1,339.16166266000005,1.1685199999999998,0,4,60.93,4,2,23,0.8260899318093564,0,True
cpd_255000,CCOC(=O)C1CCCN(S(=O)(=O)c2c(C)n(C)n(C)c2=O)C1,345.135841836,-0.0039799999999996505,0,5,90.60999999999999,4,2,23,0.7163805813236476,0,True
cpd_140000,CN(C(=O)C1CC(=O)N(CCN2CCOCC2)C1)C(C1CC1)C1CC1,349.236541852,0.8141000000000009,0,4,53.09,7,4,25,0.6826885752578986,0,True
cpd_195000,CN1CCN(NC(=O)c2ccc(Br)cc2Cl)CC1,331.00870188,1.9946999999999995,1,3,35.58,2,2,18,0.8995679767305956,0,True
cpd_345000,CN1CCN(NC(=O)c2cc(Br)ccc2Cl)CC1,331.00870188,1.9946999999999995,1,3,35.58,2,2,18,0.8995679767305956,0,True
cpd_345000,CN1CCN(NC(=O)c2cc(Cl)cc(Br)c2)CC1,331.00870188000005,1.9946999999999995,1,3,35.58,2,2,18,0.8995679767305957,0,True
cpd_445000,CCN1CCN(C(=O)CN(C)S(=O)(=O)c2cc(C)ccc2C)CC1,353.17731272400005,1.08804,0,4,60.93,5,2,24,0.7949690303833021,0,True
cpd_530000,CCN1CCN(C(=O)CN(C)S(=O)(=O)c2ccc(C)c(C)c2)CC1,353.17731272400005,1.08804,0,4,60.93,5,2,24,0.7949690303833021,0,True
cpd_635000,CCN1CCN(C(=O)CN(C)S(=O)(=O)c2cccc(C)c2C)CC1,353.17731272400005,1.08804,0,4,60.93,5,2,24,0.7949690303833021,0,True
cpd_5000,O=C(C1CCCN1S(=O)(=O)c1ccc(Cl)cc1)N1CCOCC1,358.07540576800005,1.3518999999999997,0,4,66.92,3,3,23,0.8177005589553376,0,True
cpd_430000,O=C([C@@H]1CCCN1S(=O)(=O)c1ccc(Cl)cc1)N1CCOCC1,358.07540576800005,1.3518999999999997,0,4,66.92,3,3,23,0.8177005589553376,1,True
cpd_450000,O=C(C1CCCO1)N1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1,358.07540576800005,1.3518999999999999,0,4,66.92,3,3,23,0.8177005589553377,0,True
cpd_350000,CCOC(=O)N1CCN(C(=O)C2CC(=O)N(c3ccccc3)C2)CC1,345.16885621600005,1.3401999999999996,0,4,70.16,3,3,25,0.8288938949507811,0,True
cpd_65000,Cn1c(=O)n(C)n(-c2cccc(F)c2)c1=O,223.07570478,0.013799999999999368,0,2,48.93,1,2,16,0.683620241922909,0,True
cpd_5000,Cc1nn(CC(=O)N2CCOCC2)c(C#N)c1Br,312.022187756,0.6845000000000002,0,4,71.15,2,2,18,0.8050500809056603,0,True
cpd_545000,CC1CN(S(=O)(=O)c2ccccc2)CN1C(C)N1CCOCC1,339.16166266,1.0171000000000003,0,5,53.09,4,3,23,0.8196757244396594,0,True
cpd_590000,CC(N1CCOCC1)N1CCN(S(=O)(=O)c2ccccc2)C1C,339.16166266000005,1.0171000000000003,0,5,53.09,4,3,23,0.8196757244396595,0,True
cpd_390000,CCN1CCN(S(=O)(=O)c2cccc(C(F)(F)F)c2)CC1,322.09628344400005,2.0316,0,3,40.620000000000005,3,2,21,0.8548943143325284,0,True
cpd_625000,CCN1CCN(S(=O)(=O)c2ccccc2C(F)(F)F)CC1,322.09628344400005,2.0316,0,3,40.620000000000005,3,2,21,0.8548943143325284,0,True
cpd_225000,CCN(C)C(=O)N1CCN(S(=O)(=O)N(CC)CC)CC1,306.172561692,0.26230000000000175,0,3,64.17,5,1,20,0.7318498323569121,0,True
cpd_485000,O=C(c1cccn1C(=O)c1ccc(F)cc1F)N1CCOCC1,320.09724874799997,1.9271999999999998,0,3,51.540000000000006,2,3,23,0.8494564647918734,0,True
cpd_145000,O=S(=O)(c1ccccc1)N1CCN(c2c(F)cccc2F)CC1,338.090055192,2.4757000000000007,0,3,40.620000000000005,3,3,23,0.8632432160991399,0,True
cpd_230000,Cc1ccc(S(=O)(=O)N(C)C(=O)N2CCN(C)CC2)cc1,311.13036253200005,0.9829199999999998,0,4,60.93000000000001,2,2,21,0.8168295126209968,0,True
cpd_410000,CN(Cc1ccncc1)C(=O)C1CC(=O)N(CCN2CCOCC2)C1,346.20049069199996,0.220700000000001,0,5,65.98,6,3,25,0.737268046881972,0,True
cpd_110000,CC(C(=O)N1CCC2(CC1)OCCO2)N1C(=O)c2ccccc2C1C,344.173607248,1.9574,0,4,59.080000000000005,2,4,25,0.8228578082800161,0,True
